@RELATION EOS_NEOS
@ATTRIBUTE class   {EOS,NEOS}
@ATTRIBUTE R1islower   {1,0}
@ATTRIBUTE L1isTitle   {1,0}
@ATTRIBUTE L1isAbbrevs   {1,0}
@ATTRIBUTE L1isInternal   {1,0}
@ATTRIBUTE L1isTimeterm   {1,0}
@ATTRIBUTE L1isUnlikely   {1,0}
@ATTRIBUTE Comma   {1,0}
@ATTRIBUTE Period   {1,0}
@ATTRIBUTE L1isUpper   {1,0}
@ATTRIBUTE R1isUpper   {1,0}
@ATTRIBUTE L1isNum   {1,0}
@ATTRIBUTE L1R1isQuestionMarkExclamation   {1,0}
@ATTRIBUTE L1P   {1,0}
@ATTRIBUTE R1P   {1,0}
@ATTRIBUTE R1isCommaPeriod   {1,0}
@ATTRIBUTE L1Length   NUMERIC
@ATTRIBUTE R1Length   NUMERIC
@ATTRIBUTE Llength   NUMERIC
@ATTRIBUTE Rlength   NUMERIC
@ATTRIBUTE Nspace   NUMERIC
@DATA
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82,232,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,61,39,1
EOS,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,3,3,1,315,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,15,40,1
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,4,2,7,28,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,32,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,140,23,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,22,37,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,11,3,18,0,0
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,11,64,72,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,122,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,3,64,56,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,17,55,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2,46,28,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,11,58,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,58,283,2
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,8,1,69,131,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,287,55,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,164,11,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,27,49,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,2,6,33,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,220,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,4,76,323,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,5,9,1
NEOS,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,3,1,33,122,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,71,63,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,8,39,21,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,59,169,2
EOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,3,22,64,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,4,3,132,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,3,12,23,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,13,18,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,14,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,115,6,1
EOS,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,4,3,11,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,183,0,0
NEOS,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,3,1,1,111,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,57,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,147,33,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,45,63,2
NEOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,5,36,191,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,7,2,2,8,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,27,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,14,43,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,65,43,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,5,2,3,8,2
NEOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,16,2,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,11,3,43,0,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,3,3,32,0,0
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,2,2,10,33,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,12,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,28,16,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,72,74,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,4,61,41,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,12,133,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,3,48,23,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,26,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,6,19,98,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,192,85,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,105,100,1
EOS,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,3,58,14,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,8,78,1
EOS,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,9,17,46,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,3,29,23,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,5,9,17,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,8,4,150,25,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,31,0,0
NEOS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,128,101,1
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,6,4,63,82,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,20,75,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,24,41,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,103,71,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,32,70,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,142,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,19,163,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,62,62,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,59,65,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,154,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,32,131,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,36,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,65,139,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,23,0,0
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,5,44,91,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,25,20,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,7,160,2
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,6,3,8,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,44,19,2
EOS,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,2,3,36,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,3,45,22,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,4,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,3,3,52,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,6,8,79,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,10,86,4,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,162,0,0
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,2,3,33,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,3,72,52,1
EOS,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,3,24,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,33,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,10,3,26,50,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,119,42,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,12,55,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,6,3,65,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,39,31,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,3,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,44,95,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,37,74,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,70,57,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,54,42,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,8,5,15,70,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,80,52,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,66,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,43,39,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,12,26,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,58,161,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,32,37,2
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,2,4,41,68,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,10,3,14,150,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,148,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,34,236,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,61,11,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,3,19,56,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,27,45,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,4,20,26,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,22,55,2
EOS,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,3,22,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,55,46,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,280,160,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,7,0,0
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,4,2,9,15,2
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,2,1,97,9,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,3,76,20,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,82,165,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,40,148,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,54,42,2
NEOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,4,44,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,47,29,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,3,180,29,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,20,11,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,88,223,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,11,10,33,60,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,50,88,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,61,24,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,29,22,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,71,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,31,53,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,112,176,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,132,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,40,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,9,59,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,63,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,2,62,324,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,34,179,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,24,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,15,181,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,52,22,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,3,59,116,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,58,138,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,3,27,154,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,16,74,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,12,117,29,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,2,12,21,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,216,37,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,3,42,72,2
NEOS,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,3,52,108,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,2,55,9,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,19,62,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,111,5,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,8,56,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,23,15,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,5,3,40,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,26,0,0
EOS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,2,16,142,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,9,20,2
NEOS,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,8,2,104,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,35,0,0
EOS,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,3,11,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,11,11,79,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,38,20,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,15,46,2
EOS,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,7,3,84,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,87,18,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,26,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,50,51,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,203,136,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,2,3,95,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,28,0,0
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,7,3,68,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,78,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,9,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,52,66,2
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,4,1,200,90,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,17,151,1
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,3,73,4,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,24,35,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,58,48,2
NEOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,7,17,14,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,201,26,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,2,39,108,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,41,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,22,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,54,59,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,42,0,0
NEOS,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,3,3,19,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,7,3,65,0,0
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,4,3,10,0,0
NEOS,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,3,6,108,74,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,27,104,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,20,108,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,18,7,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,1,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,117,39,2
NEOS,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,3,1,22,66,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,134,116,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,10,42,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,14,82,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,6,249,154,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,2,7,20,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,14,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,2,3,11,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,7,27,41,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,35,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,7,2,32,59,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,107,22,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,209,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,34,19,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,39,12,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,4,42,29,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,2,139,139,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,15,91,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,105,58,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,68,128,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,20,8,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,36,18,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,82,31,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,4,23,25,2
NEOS,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,2,3,1,38,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,18,0,0
NEOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,114,19,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,66,102,1
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,3,86,13,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,8,168,96,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,50,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,83,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,88,18,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,38,8,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,62,4,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,90,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,6,3,32,0,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,7,3,7,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,5,56,34,2
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,5,19,17,2
NEOS,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,11,10,136,5,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,6,2,11,155,2
EOS,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,7,53,49,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,28,80,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,49,50,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,26,46,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,38,20,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,12,3,24,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,67,68,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,46,38,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,2,19,49,2
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,7,3,17,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,58,23,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,93,61,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,10,5,54,79,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,159,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,53,15,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,111,78,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,105,4,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,40,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,26,100,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,82,84,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,5,9,88,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,13,174,3,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,43,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,45,51,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,3,103,70,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,10,3,38,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,2,21,21,1
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,3,24,62,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,26,84,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,14,204,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,66,0,0
NEOS,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,2,11,1058,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,28,12,2
NEOS,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,3,1,38,0,0
NEOS,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,2,1,35,147,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,19,57,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,5,15,57,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,6,3,13,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,46,10,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,11,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,35,154,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,18,83,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,5,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,15,27,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8,2,6,23,2
NEOS,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,3,1,25,11,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,3,76,60,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,51,26,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,17,81,1
EOS,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,3,3,42,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,88,119,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,11,3,21,25,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,101,16,2
